"","dataset","header"
"50596",5020,"No Reply Percentage"
"50597",5020,"Grand Total"
"50598",5021,"Grade"
"50599",5021,"16-19 Headcount"
"50600",5021,"16-19 Percentage"
"50601",5021,"20-24 Headcount"
"50602",5021,"20-24 Percentage"
"50603",5021,"25-29 Headcount"
"50604",5021,"25-29 Percentage"
"50605",5021,"30-34 Headcount"
"50606",5021,"30-34 Percentage"
"50607",5021,"35-39 Headcount"
"50608",5021,"35-39 Percentage"
"50609",5021,"40-44 Headcount"
"50610",5021,"40-44 Percentage"
"50611",5021,"45-49 Headcount"
"50612",5021,"45-49 Percentage"
"50613",5021,"50-54 Headcount"
"50614",5021,"50-54 Percentage"
"50615",5021,"55-59 Headcount"
"50616",5021,"55-59 Percentage"
"50617",5021,"60-64 Headcount"
"50618",5021,"60-64 Percentage"
"50619",5021,"65 Plus Headcount"
"50620",5021,"66 Plus Percentage"
"50621",5021,"Prefer Not to Say/Declined to specify Headcount"
"50622",5021,"Prefer Not to Say/Declined to specify Percentage"
"50623",5021,"No Reply Headcount"
"50624",5021,"No Reply Percentage"
"50625",5021,"Grand Total"
"50626",5022,"Grade"
"50627",5022,"Disabled Headcount"
"50628",5022,"Disabled Percentage"
"50629",5022,"Non-Disabled Headcount"
"50630",5022,"Non-Disabled Percentage"
"50631",5022,"Non-Disclosed Percentage"
"50632",5022,"Non-Disclosed Headcount"
"50633",5022,"Grand Total"
"50634",5023,"Grade"
"50635",5023,"BME Headcount"
"50636",5023,"BME Percentage"
"50637",5023,"White Headcount"
"50638",5023,"White Percentage"
"50639",5023,"Non-disclosed Headcount"
"50640",5023,"Non-disclosed Percentage"
"50641",5023,"Grand Total"
"50642",5024,"Grade"
"50643",5024,"Men Headcount"
"50644",5024,"Men Percentage"
"50645",5024,"Women Headcount"
"50646",5024,"Women Percentage"
"50647",5024,"Not known Headcount"
"50648",5024,"Not known Percentage"
"50649",5024,"Grand Total"
"50650",5025,"Grade"
"50651",5025,"Agnostic Headcount"
"50652",5025,"Agnostic Percentage"
"50653",5025,"Atheist Headcount"
"50654",5025,"Atheist Percentage"
"50655",5025,"Bahai Headcount"
"50656",5025,"Bahai Percentage"
"50657",5025,"Buddhist Headcount"
"50658",5025,"Buddhist Percentage"
"50659",5025,"Christian Headcount"
"50660",5025,"Christian Percentage"
"50661",5025,"Hindu Headcount"
"50662",5025,"Hindu Percentage"
"50663",5025,"Jewish Headcount"
"50664",5025,"Jewish Percentage"
"50665",5025,"Muslim Headcount"
"50666",5025,"Muslim Percentage"
"50667",5025,"Pagan Headcount"
"50668",5025,"Pagan Percentage"
"50669",5025,"Sikh Headcount"
"50670",5025,"Sikh Percentage"
"50671",5025,"Other Headcount"
"50672",5025,"Other Percentage"
"50673",5025,"No Religion or Belief Headcount"
"50674",5025,"No Religion or Belief Percentage"
"50675",5025,"Prefer Not to Say/Declined to specify Headcount"
"50676",5025,"Prefer Not to Say/Declined to specify Percentage"
"50677",5025,"No Reply Headcount"
"50678",5025,"No Reply Percentage"
"50679",5025,"Grand Total"
"50680",5026,"Grade"
"50681",5026,"Bisexual Man Headcount"
"50682",5026,"Bisexual Man Percentage"
"50683",5026,"Bisexual Woman Headcount"
"50684",5026,"Bisexual Woman Percentage"
"50685",5026,"Gay Man Headcount"
"50686",5026,"Gay Man Percentage"
"50687",5026,"Gay Woman / Lesbian Headcount"
"50688",5026,"Gay Woman / Lesbian Percentage"
"50689",5026,"Heterosexual (Straight) Man Headcount"
"50690",5026,"Heterosexual (Straight) Man Percentage"
"50691",5026,"Heterosexual (Straight) Woman Headcount"
"50692",5026,"Heterosexual (Straight) Woman Percentage"
"50693",5026,"Other Headcount"
"50694",5026,"Other Percentage"
"50695",5026,"Prefer Not to Say/Declined to specify Headcount"
"50696",5026,"Prefer Not to Say/Declined to specify Percentage"
"50697",5026,"No Reply Headcount"
"50698",5026,"No Reply Percentage"
"50699",5026,"Grand Total"
"50700",5027,"Grade"
"50701",5027,"16-24 Headcount"
"50702",5027,"16-24 Percentage"
"50703",5027,"25-29 Headcount"
"50704",5027,"25-29 Percentage"
"50705",5027,"30-34 Headcount"
"50706",5027,"30-34 Percentage"
"50707",5027,"35-39 Headcount"
"50708",5027,"35-39 Percentage"
"50709",5027,"40-44 Headcount"
"50710",5027,"40-44 Percentage"
"50711",5027,"45-49 Headcount"
"50712",5027,"45-49 Percentage"
"50713",5027,"50-54 Headcount"
"50714",5027,"50-54 Percentage"
"50715",5027,"55-59 Headcount"
"50716",5027,"55-59 Percentage"
"50717",5027,"60-64 Headcount"
"50718",5027,"60-64 Percentage"
"50719",5027,"65 Plus Headcount"
"50720",5027,"66 Plus Percentage"
"50721",5027,"Grand Total"
"50722",5028,"Grade"
"50723",5028,"Declared - Disabled Headcount"
"50724",5028,"Declared - Disabled Percentage"
"50725",5028,"Declared - Non Disabled Headcount"
"50726",5028,"Declared - Non Disabled Percentage"
"50727",5028,"Undeclared Headcount"
"50728",5028,"Undeclared Percentage"
"50729",5028,"Grand Total"
"50730",5029,"Grade"
"50731",5029,"BME Headcount"
"50732",5029,"BME Percentage"
"50733",5029,"White Headcount"
"50734",5029,"White Percentage"
"50735",5029,"Not Known Headcount"
"50736",5029,"Not Known Percentage"
"50737",5029,"Grand Total"
"50738",5030,"Grade"
"50739",5030,"Asian - Bangladeshi Headcount"
"50740",5030,"Asian - Bangladeshi Percentage"
"50741",5030,"Asian - Indian Headcount"
"50742",5030,"Asian - Indian Percentage"
"50743",5030,"Asian - Pakistani Headcount"
"50744",5030,"Asian - Pakistani Percentage"
"50745",5030,"Other Asian Background Headcount"
"50746",5030,"Other Asian Background Percentage"
"50747",5030,"Black - African Headcount"
"50748",5030,"Black - African Percentage"
"50749",5030,"Black - Caribbean Headcount"
"50750",5030,"Black - Caribbean Percentage"
"50751",5030,"Other Black Background Headcount"
"50752",5030,"Other Black Background Percentage"
"50753",5030,"Chinese Headcount"
"50754",5030,"Chinese Percentage"
"50755",5030,"Mixed Asian and White Headcount"
"50756",5030,"Mixed Asian and White Percentage"
"50757",5030,"Mixed Black African and White Headcount"
"50758",5030,"Mixed Black African and White Percentage"
"50759",5030,"Mixed Black Caribbean and White Headcount"
"50760",5030,"Mixed Black Caribbean and White Percentage"
"50761",5030,"Other Mixed Ethnic Background Headcount"
"50762",5030,"Other Mixed Ethnic Background Percentage"
"50763",5030,"Other Ethnic Background Headcount"
"50764",5030,"Other Ethnic Background Percentage"
"50765",5030,"White Headcount"
"50766",5030,"White Percentage"
"50767",5030,"White - British Headcount"
"50768",5030,"White - British Percentage"
"50769",5030,"White - Irish Headcount"
"50770",5030,"White - Irish Percentage"
"50771",5030,"Any Other White Background Headcount"
"50772",5030,"Any Other White Background Percentage"
"50773",5030,"Refusal/Prefer Not to Say Headcount"
"50774",5030,"Refusal/Prefer Not to Say Headcount"
"50775",5030,"No Reply Headcount"
"50776",5030,"No Reply Percentage"
"50777",5030,"Grand Total"
"50778",5031,"Grade"
"50779",5031,"Men Headcount"
"50780",5031,"Men Percentage"
"50781",5031,"Women Headcount"
"50782",5031,"Women Percentage"
"50783",5031,"Total Staff"
"50784",5032,"Grade"
"50785",5032,"Agnostic Headcount"
"50786",5032,"Agnostic Percentage"
"50787",5032,"Atheist Headcount"
"50788",5032,"Atheist Percentage"
"50789",5032,"Buddhist Headcount"
"50790",5032,"Buddhist Percentage"
"50791",5032,"Christian Headcount"
"50792",5032,"Christian Percentage"
"50793",5032,"Hindu  Headcount"
"50794",5032,"Hindu  Percentage"
"50795",5032,"Jewish Headcount"
"50796",5032,"Jewish Percentage"
"50797",5032,"Muslim Headcount"
"50798",5032,"Muslim Percentage"
"50799",5032,"Pagan Headcount"
"50800",5032,"Pagan Percentage"
"50801",5032,"Sikh Headcount"
"50802",5032,"Sikh Percentage"
"50803",5032,"Other Headcount"
"50804",5032,"Other Percentage"
"50805",5032,"No Religion or Belief Headcount"
"50806",5032,"No Religion or Belief Percentage"
"50807",5032,"Prefer Not to Say/Declined to specify Headcount"
"50808",5032,"Prefer Not to Say/Declined to specify Percentage"
"50809",5032,"No Reply Headcount"
"50810",5032,"No Reply Percentage"
"50811",5032,"Grand Total"
"50812",5033,"Grade"
"50813",5033,"Bisexual Man Headcount"
"50814",5033,"Bisexual Man Percentage"
"50815",5033,"Gay Man Headcount"
"50816",5033,"Gay Man Percentage"
"50817",5033,"Gay Woman / Lesbian Headcount"
"50818",5033,"Gay Woman / Lesbian Percentage"
"50819",5033,"Heterosexual (Straight) Man Headcount"
"50820",5033,"Heterosexual (Straight) Man Percentage"
"50821",5033,"Heterosexual (Straight) Woman Headcount"
"50822",5033,"Heterosexual (Straight) Woman Percentage"
"50823",5033,"Other Headcount"
"50824",5033,"Other Percentage"
"50825",5033,"Prefer Not to Say/Declined to specify Headcount"
"50826",5033,"Prefer Not to Say/Declined to specify Percentage"
"50827",5033,"No Reply Headcount"
"50828",5033,"No Reply Percentage"
"50829",5033,"Grand Total"
"50830",5034,"Grade"
"50831",5034,"16-24 Headcount"
"50832",5034,"16-24 Percentage"
"50833",5034,"25-29 Headcount"
"50834",5034,"25-29 Percentage"
"50835",5034,"30-34 Headcount"
"50836",5034,"30-34 Percentage"
"50837",5034,"35-39 Headcount"
"50838",5034,"35-39 Percentage"
"50839",5034,"40-44 Headcount"
"50840",5034,"40-44 Percentage"
"50841",5034,"45-49 Headcount"
"50842",5034,"45-49 Percentage"
"50843",5034,"50-54 Headcount"
"50844",5034,"50-54 Percentage"
"50845",5034,"55-59 Headcount"
"50846",5034,"55-59 Percentage"
"50847",5034,"60-64 Headcount"
"50848",5034,"60-64 Percentage"
"50849",5034,"65 Plus Headcount"
"50850",5034,"66 Plus Percentage"
"50851",5034,"Grand Total"
"50852",5035,"Grade"
"50853",5035,"Declared - Disabled Headcount"
"50854",5035,"Declared - Disabled Percentage"
"50855",5035,"Declared - Non Disabled Headcount"
"50856",5035,"Declared - Non Disabled Percentage"
"50857",5035,"Status Undeclared Headcount"
"50858",5035,"Status Undeclared Percentage"
"50859",5035,"Grand Total"
"50860",5036,"Grade"
"50861",5036,"BME Headcount"
"50862",5036,"BME Percentage"
"50863",5036,"White Headcount"
"50864",5036,"White Percentage"
"50865",5036,"Not Known Headcount"
"50866",5036,"Not Known Percentage"
"50867",5036,"Grand Total"
"50868",5037,"Grade"
"50869",5037,"Asian - Bangladeshi Headcount"
"50870",5037,"Asian - Bangladeshi Percentage"
"50871",5037,"Asian - Indian Headcount"
"50872",5037,"Asian - Indian Percentage"
"50873",5037,"Asian - Pakistani Headcount"
"50874",5037,"Asian - Pakistani Percentage"
"50875",5037,"Other Asian Background Headcount"
"50876",5037,"Other Asian Background Percentage"
"50877",5037,"Black - African Headcount"
"50878",5037,"Black - African Percentage"
"50879",5037,"Black - Caribbean Headcount"
"50880",5037,"Black - Caribbean Percentage"
"50881",5037,"Other Black Background Headcount"
"50882",5037,"Other Black Background Percentage"
"50883",5037,"Chinese Headcount"
"50884",5037,"Chinese Percentage"
"50885",5037,"Mixed Asian and White Headcount"
"50886",5037,"Mixed Asian and White Percentage"
"50887",5037,"Mixed Black African and White Headcount"
"50888",5037,"Mixed Black African and White Percentage"
"50889",5037,"Mixed Black Caribbean and White Headcount"
"50890",5037,"Mixed Black Caribbean and White Percentage"
"50891",5037,"Other Ethnic Background Headcount"
"50892",5037,"Other Ethnic Background Percentage"
"50893",5037,"Other Mixed Ethnic Background Headcount"
"50894",5037,"Other Mixed Ethnic Background Percentage"
"50895",5037,"Prefer Not to Say Headcount"
"50896",5037,"Prefer Not to Say Percentage"
"50897",5037,"Refusal Headcount"
"50898",5037,"Refusal Percentage"
"50899",5037,"White Headcount"
"50900",5037,"White Percentage"
"50901",5037,"White - British Headcount"
"50902",5037,"White - British Percentage"
"50903",5037,"White - Irish Headcount"
"50904",5037,"White - Irish Percentage"
"50905",5037,"Any Other White Background Headcount"
"50906",5037,"Any Other White Background Percentage"
"50907",5037,"No Reply Headcount"
"50908",5037,"No Reply Percentage"
"50909",5037,"Grand Total"
"50910",5038,"Grade"
"50911",5038,"Men Headcount"
"50912",5038,"Men Percentage"
"50913",5038,"Women Headcount"
"50914",5038,"Women Percentage"
"50915",5038,"Total Staff"
"50916",5039,"Grade"
"50917",5039,"Agnostic Headcount"
"50918",5039,"Agnostic Percentage"
"50919",5039,"Atheist Headcount"
"50920",5039,"Atheist Percentage"
"50921",5039,"Bahai Headcount"
"50922",5039,"Bahai Percentage"
"50923",5039,"Buddhist Headcount"
"50924",5039,"Buddhist Percentage"
"50925",5039,"Christian Headcount"
"50926",5039,"Christian Percentage"
"50927",5039,"Hindu Headcount"
"50928",5039,"Hindu Percentage"
"50929",5039,"Jewish Headcount"
"50930",5039,"Jewish Percentage"
"50931",5039,"Muslim Headcount"
"50932",5039,"Muslim Percentage"
"50933",5039,"Pagan Headcount"
"50934",5039,"Pagan Percentage"
"50935",5039,"Sikh Headcount"
"50936",5039,"Sikh Percentage"
"50937",5039,"Other Headcount"
"50938",5039,"Other Percentage"
"50939",5039,"No Religion or Belief Headcount"
"50940",5039,"No Religion or Belief Percentage"
"50941",5039,"Prefer Not to Say/Declined to specify Headcount"
"50942",5039,"Prefer Not to Say/Declined to specify Percentage"
"50943",5039,"No Reply Headcount"
"50944",5039,"No Reply Percentage"
"50945",5039,"Grand Total"
"50946",5040,"Grade"
"50947",5040,"Bisexual Man Headcount"
"50948",5040,"Bisexual Man Percentage"
"50949",5040,"Bisexual Woman Headcount"
"50950",5040,"Bisexual Woman Percentage"
"50951",5040,"Gay Man Headcount"
"50952",5040,"Gay Man Percentage"
"50953",5040,"Gay Woman / Lesbian Headcount"
"50954",5040,"Gay Woman / Lesbian Percentage"
"50955",5040,"Heterosexual (Straight) Man Headcount"
"50956",5040,"Heterosexual (Straight) Man Percentage"
"50957",5040,"Heterosexual (Straight) Woman Headcount"
"50958",5040,"Heterosexual (Straight) Woman Percentage"
"50959",5040,"Other Headcount"
"50960",5040,"Other Percentage"
"50961",5040,"Prefer Not to Say/Declined to specify Headcount"
"50962",5040,"Prefer Not to Say/Declined to specify Percentage"
"50963",5040,"No Reply Headcount"
"50964",5040,"No Reply Percentage"
"50965",5040,"Grand Total"
"50966",5041,"Area "
"50967",5041,"Current Quarter Month 1 Female"
"50968",5041,"Current Quarter Month 2 Female"
"50969",5041,"Current Quarter Month 3 Female"
"50970",5041,"Q3 2011/2012 Female"
"50971",5041,"Current Quarter Month 1 Male"
"50972",5041,"Current Quarter Month 2 Male"
"50973",5041,"Current Quarter Month 3 Male"
"50974",5041,"Q3 2011/2012 Male"
"50975",5041,"Previous Quarter Month 1 Female"
"50976",5041,"Previous Quarter Month 2 Female"
"50977",5041,"Previous Quarter Month 3 Female"
"50978",5041,"Q3 2010/2011 Female"
"50979",5041,"Previous Quarter Month 1 Male"
"50980",5041,"Previous Quarter Month 2 Male"
"50981",5041,"Previous Quarter Month 3 Male"
"50982",5041,"Q3 2010/2011 Male"
"50983",5042,"Summary offences and offences triable only summarily"
"50984",5042,"Current Quarter Month 1"
"50985",5042,"Current Quarter Month 2"
"50986",5042,"Current Quarter Month 3"
"50987",5042,"Q3 2011/2012"
"50988",5042,"Previous Quarter Month 1"
"50989",5042,"Previous Quarter Month 2"
"50990",5042,"Previous Quarter Month 3"
"50991",5042,"Q3 2010/2011"
"50992",5043,"Either Way Offences and Attempts "
"50993",5043,"Current Quarter Month 1"
"50994",5043,"Current Quarter Month 2"
"50995",5043,"Current Quarter Month 3"
"50996",5043,"Q3 2011/2012"
"50997",5043,"Previous Quarter Month 1"
"50998",5043,"Previous Quarter Month 2"
"50999",5043,"Previous Quarter Month 3"
"51000",5043,"Q3 2010/2011"
"51001",5044,"Area "
"51002",5044,"Current Quarter Month 1"
"51003",5044,"Current Quarter Month 2"
"51004",5044,"Current Quarter Month 3"
"51005",5044,"Q3 2011/2012"
"51006",5044,"Previous Quarter Month 1"
"51007",5044,"Previous Quarter Month 2"
"51008",5044,"Previous Quarter Month 3"
"51009",5044,"Q3 2010/2011"
"51010",5045,"Area "
"51011",5045,"Current Quarter Month 1"
"51012",5045,"Current Quarter Month 2"
"51013",5045,"Current Quarter Month 3"
"51014",5045,"Q3 2011/2012"
"51015",5045,"Previous Quarter Month 1"
"51016",5045,"Previous Quarter Month 2"
"51017",5045,"Previous Quarter Month 3"
"51018",5045,"Q3 2010/2011"
"51019",5046,"Non-Compliance - Disposal Options"
"51020",5046,"Current Year Month 1"
"51021",5046,"Current Year Month 2"
"51022",5046,"Current Year Month 3"
"51023",5046,"Current Year Q3
2011/2012"
"51024",5046,"Previous Year Month 1"
"51025",5046,"Previous Year Month 2"
"51026",5046,"Previous Year Month 3"
"51027",5046,"Previous Year Q3
2010/2011"
"51028",5047,"Non Compliance Rates "
"51029",5047,"January 2011 - December 2011"
"51030",5047,"January 2010 - December 2010"
"51031",5048,"Type of Conditional Caution"
"51032",5048,"Current Quarter Month 1"
"51033",5048,"Current Quarter Month 2"
"51034",5048,"Current Quarter Month 3"
"51035",5048,"Q3 2011/2012"
"51036",5048,"Previous Quarter Month 1"
"51037",5048,"Previous Quarter Month 2"
"51038",5048,"Previous Quarter Month 3"
"51039",5048,"Q3 2010/2011"
"51040",5049,"Area "
"51041",5049,"Current Quarter Month 1 Female"
"51042",5049,"Current Quarter Month 2 Female"
"51043",5049,"Current Quarter Month 3 Female"
"51044",5049,"Q4 2011/2012 Female"
"51045",5049,"Current Quarter Month 1 Male"
"51046",5049,"Current Quarter Month 2 Male"
"51047",5049,"Current Quarter Month 3 Male"
"51048",5049,"Q4 2011/2012 Male"
"51049",5049,"Previous Quarter Month 1 Female"
"51050",5049,"Previous Quarter Month 2 Female"
"51051",5049,"Previous Quarter Month 3 Female"
"51052",5049,"Q4 2010/2011 Female"
"51053",5049,"Previous Quarter Month 1 Male"
"51054",5049,"Previous Quarter Month 2 Male"
"51055",5049,"Previous Quarter Month 3 Male"
"51056",5049,"Q4 2010/2011 Male"
"51057",5050,"Summary offences and offences triable only summarily"
"51058",5050,"Current Quarter Month 1"
"51059",5050,"Current Quarter Month 2"
"51060",5050,"Current Quarter Month 3"
"51061",5050,"Q4 2011/2012"
"51062",5050,"Previous Quarter Month 1"
"51063",5050,"Previous Quarter Month 2"
"51064",5050,"Previous Quarter Month 3"
"51065",5050,"Q4 2010/2011"
"51066",5051,"Either Way Offences and Attempts "
"51067",5051,"Current Quarter Month 1"
"51068",5051,"Current Quarter Month 2"
"51069",5051,"Current Quarter Month 3"
"51070",5051,"Q4 2011/2012"
"51071",5051,"Previous Quarter Month 1"
"51072",5051,"Previous Quarter Month 2"
"51073",5051,"Previous Quarter Month 3"
"51074",5051,"Q4 2010/2011"
"51075",5052,"Area "
"51076",5052,"Current Quarter Month 1"
